Account,On/Off,Address,Region,City,State,Name Zip,Memo,Month,Btl / Keg Qty,750 Ml Equiv,9L CS Equiv,9L CS Equiv,Purchase Price,Total Sales
Taste - Town Center,on/off,4513 Commerce Street,Tidewater,Virgina Beach,VA,23462,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",2/5/2020,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/16/2019,12,12,1,13.33,160,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/22/2019,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,Early Mountain Vineyards Virginia Chardonnay 2017,11/22/2019,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/22/2019,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/22/2019,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/8/2020,12,12,1,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/5/2020,6,6,0.5,,,
Taste - Westhampton,on/off,5706 Grove Ave Ste 100,Richmond,Richmond,VA,23226-2346,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/5/2020,6,6,0.5,,,
Tastings of Charlottesville,on/off,502 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2017,2/5/2020,12,12,1,,,
Tastings of Charlottesville,on/off,502 East Market St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Petit Manseng 2018,2/5/2020,6,6,0.5,,,
Tavola,On,826 Hinton Ave #A,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,11/20/2019,12,12,1,,,
Ten Sushi,on,120B East Main St,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,12,12,1,,,
The Eastern,on,360 7th ST SE,DC,Washington,DC,20003,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/1/2019,12,12,1,15,180,
The Eastern,on,360 7th ST SE,DC,Washington,DC,20003,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/24/2019,12,12,1,,,
The Eastern,on,360 7th ST SE,DC,Washington,DC,20003,Early Mountain Vineyards Virginia Rosé 2018,10/24/2019,12,12,1,,,
The Eastern,on,360 7th ST SE,DC,Washington,DC,20003,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/1/2019,12,12,1,,,
The Eastern ,on,360 7th ST SE,DC,Washington,DC,20003,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,12/19/2019,12,12,1,,,
The Shack,on,105 S. Coalter St.,Valley / Western VA,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/15/2019,12,12,1,20,240,
The Shack,on,105 S. Coalter St.,Valley / Western VA,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/6/2019,12,12,1,,,
THIRD STREET GOODS   ,On ,1039 Grant St SE Suite B40,Atlanta,Atlanta,GA,30315,EARLY MOUNTAIN VINEYARDS FIVE FORKS WHITE BLEND 2018,2019-09,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Chardonnay 2017,10/3/2019,2,2,0.17,16.67,33.33,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/24/2019,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Rosé 2018,10/24/2019,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/14/2019,6,6,0.5,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Chardonnay 2017,12/19/2019,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/19/2019,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/20/2020,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Petit Manseng 2018,3/12/2020,3,3,0.25,$16.67 ,$50.00 ,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Rosé 2019,3/12/2020,3,3,0.25,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/26/2020,4,4,0.33,,,
Thornton River Grille,on,Thornton River Grille,NoVA,Sperryville,VA,22740,Early Mountain Vineyards Virginia Rosé 2019,3/26/2020,4,4,0.33,,,
Town Duck,off,100 Main St,NoVA,Warrenton,VA,20186,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/5/2019,3,3,0.25,,,
Town Duck,off,100 Main St,NoVA,Warrenton,VA,20186,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/5/2019,12,12,1,,,
Town Duck,off,100 Main St,NoVA,Warrenton,VA,20186,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/4/2020,6,6,0.5,,,
Town Duck,off,100 Main St,NoVA,Warrenton,VA,20186,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",2/4/2020,12,12,1,,,
Union Market,on/off,2306 Jefferson Avenue,Richmond,Richmond,VA,23223,Early Mountain Vineyards Virginia Chardonnay 2017,11/8/2019,2,2,0.17,,,
Union Market,on/off,2306 Jefferson Avenue,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/8/2019,2,2,0.17,,,
Union Market,on/off,2306 Jefferson Avenue,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,4,4,0.33,,,
Union Market,on/off,2306 Jefferson Avenue,Richmond,Richmond,VA,23223,Early Mountain Vineyards Virginia Chardonnay 2017,11/22/2019,2,2,0.17,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/1/2019,12,12,1,23.33,280,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Virginia Rosé 2018,10/9/2019,36,36,3,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Virginia Pétillant Naturel Red 2018,10/25/2019,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/12/2019,36,36,3,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/19/2019,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/17/2020,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",1/31/2020,6,6,0.5,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/7/2020,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Virginia Petit Manseng 2018,2/20/2020,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,36,36,3,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/26/2020,12,12,1,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Virginia Rosé 2019,3/26/2020,36,36,3,,,
Unwined Belle View,off,1600 Belle View Blvd.,NoVA,Alexandria,VA,22307,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,3/31/2020,12,12,1,$20.00 ,$240.00 ,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Pétillant Naturel Red 2018,10/31/2019,12,12,1,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/3/2019,6,6,0.5,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Chardonnay 2017,12/24/2019,6,6,0.5,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/24/2019,6,6,0.5,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/30/2020,12,12,1,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Petit Manseng 2018,2/11/2020,12,12,1,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Rosé 2019,3/5/2020,12,12,1,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Rosé 2019,3/20/2020,36,36,3,,,
Unwined Bradlee Shopping Center,off,3690-J King St,NoVA,Alexandria,VA,22302,Early Mountain Vineyards Virginia Rosé 2019,3/31/2020,36,36,3,,,
Urban Hang Suite,on/off,304  Broad Street,Richmond,Richmond,VA,23219,Early Mountain Vineyards Virginia Chardonnay 2017,11/13/2019,2,2,0.17,,,
Urban Hang Suite,on/off,304  Broad Street,Richmond,Richmond,VA,23219,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,2,2,0.17,,,
Urban Hang Suite,on/off,304  Broad Street,Richmond,Richmond,VA,23219,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,2,2,0.17,,,
Urban Hang Suite,on/off,304 E. Broad Street,Richmond,Richmond,VA,23219,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/6/2020,2,2,0.17,,,
Urban Hang Suite,on/off,304 E. Broad Street,RIchmond,Richmond,VA,23219,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/25/2020,1,1,0.08,,,
Valley Pike Farm Market,off,3494 Lee Highway,valley / Western VA,Weyers Cave,VA,24486,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/6/2019,3,3,0.25,,,
Valley Pike Farm Market,off,3494 Lee Highway, valley/western,Weyers Cave,VA,24486,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/12/2020,6,6,0.5,,,
Vanderbilt Wine Merchants,off,573 Vanderbilt Avenue,New York,Brooklyn,NY,11238,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",10/24/2019,24,24,2,,,
Vermillion,on,1120 King St,NoVA,Alexandria,VA,22314,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/20/2020,12,12,1,,,
Vermillion,on,1120 King St,NoVA,Alexandria,VA,22314,Early Mountain Vineyards Virginia Rosé 2019,3/13/2020,24,24,2,,,
Vino Market,off,3730 Winterfield Rd.,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,12,12,1,,,
Vino Market,off,3730 Winterfield Rd.,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/6/2019,24,24,2,,,
Vino Market,off,3730 Winterfield Rd.,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/25/2020,12,12,1,,,
Vino Market,off,3730 Winterfield Rd.,RIchmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Rosé 2019,3/25/2020,36,36,3,,,
Vinosity,off,"174 E Davis St,",Culpepper,Charlottesville,VA,22732,Early Mountain Vineyards Virginia Petit Manseng 2018,2/17/2020,12,12,1,,,
Vinosity,off,"174 E Davis St,",Culpepper,Charlottesville,VA,22732,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/17/2020,12,12,1,,,
Vintage Cellar,off,1338 South Main St.,valley / Western VA,Blacksburg,VA,24060,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/6/2019,3,3,0.25,,,
Vintage Cellar,off,1338 South Main St.,valley / Western VA,Blacksburg,VA,24060,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/6/2019,3,3,0.25,,,
Vintage Cellar,off,1338 South Main St.,valley / Western VA,Blacksburg,VA,24060,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/6/2019,3,3,0.25,,,
Vintage Cellar,off,1338 South Main St.,Valley/Western,Blacksburg,VA,24060,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/26/2020,3,3,0.25,,,
Vitis Fine Wine,off,1309 5th St NE #20,DC,Washington,DC,20002,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/22/2019,3,3,0.25,,,
Von,on,285 West Broadway #330,Manhattan,New York,NY,10013,Early Mountain Vineyards Virginia Chardonnay 2017,1/9/2020,48,48,4,,,
WAHOO A DECATUR GRILL ,On,1042 W College Ave,Decatur,Decatur,GA,30030,EARLY MOUNTAIN VINEYARDS ROSE 2018,2019-11,2,2,0.17,,,
Wardman Wines,off,"625 Monroe St. NE, Ste.#A7",DC,Washington,DC,20007,Early Mountain Vineyards Virginia Pétillant Naturel Red 2018,10/31/2019,12,12,1,,,
Wardman Wines,off,"625 Monroe St. NE, Ste.#A7",DC,Washington,DC,20007,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/31/2019,12,12,1,,,
Wardman Wines,off,"625 Monroe St. NE, Ste.#A7",DC,Washington,DC,20007,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/31/2019,12,12,1,,,
Wardman Wines,off,"625 Monroe St. NE, Ste.#A7",DC,Washington,DC,20007,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/31/2019,36,36,3,,,
Wardman Wines,off,"625 Monroe St. NE, Ste.#A7",DC,Washington,DC,20007,Early Mountain Vineyards Virginia Chardonnay 2017,3/12/2020,1,1,0.08,$16.67 ,$16.67 ,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/27/2019,2,2,0.17,,,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,4,4,0.33,,,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,3/18/2020,4,4,0.33,$20.00 ,$80.00 ,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,Early Mountain Vineyards Virginia Chardonnay 2017,3/18/2020,4,4,0.33,$16.67 ,$66.67 ,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/18/2020,4,4,0.33,$26.67 ,$106.67 ,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/18/2020,4,4,0.33,,,
Westside Produce & Provisions,off,5015 Colley Ave.,Tidewater,Norfolk,VA,23508-2039,Early Mountain Vineyards Virginia Rosé 2019,3/18/2020,4,4,0.33,,,
White Moose Inn,on,291 Main St.,DC,Washington,VA,22747-1977,Early Mountain Vineyards Virginia Chardonnay 2017,12/19/2019,36,36,3,,,
White Moose Inn,on,291 Main St.,DC,Washington,VA,22747-1977,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2017,12/19/2019,12,12,1,,,
White Moose Inn,on,291 Main St.,DC,Washington,VA,22747-1977,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/19/2019,12,12,1,,,
White Moose Inn,on,291 Main St.,DC,Washington,VA,22747-1977,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/19/2019,36,36,3,,,
White Moose Inn,on,291 Main St.,NoVA,Washington,VA,22747-1977,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/20/2020,84,84,7,,,
WHITEMARSH BEVERAGE CENTER   ,Off ,4700 US-80,Savannah,Savannah,GA,31410,EARLY MOUNTAIN VINEYARDS ROSE 2018,2019-09,2,2,0.17,,,
Whole Foods - Ashburn,on/off,19800 Belmont Chase Dr,NoVA,Ashburn,VA,20147,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/25/2020,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/15/2019,12,12,1,13.33,160,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,Early Mountain Vineyards Virginia Rosé 2018,10/15/2019,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/15/2019,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/17/2019,48,48,4,13.33,640,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,Early Mountain Vineyards Virginia Rosé 2018,10/17/2019,24,24,2,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/17/2019,24,24,2,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/27/2019,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/14/2020,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/25/2020,12,12,1,,,
Whole Foods - Boro Tysons,on/off,1635 Boro Place,NoVA,McLean,VA,22102,Early Mountain Vineyards Virginia Rosé 2019,3/20/2020,12,12,1,,,
Whole Foods - Charlottesville,on/off,1797 Hydraulic Road,Charlottesville,Charlottesville,VA,22901,Early Mountain Vineyards Virginia Rosé 2019,3/11/2020,12,12,1,,,
Whole Foods - H Street,on/off,"600-A H Street, NE",DC,Washington,DC,20002,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/25/2020,12,12,1,,,
Whole Foods - H Street,on/off,"600-A H Street, NE",DC,Washington,DC,20002,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/27/2020,12,12,1,,,
Whole Foods - H Street,on/off,"600-A H Street, NE",DC,Washington,DC,20002,Early Mountain Vineyards Virginia Rosé 2019,3/27/2020,12,12,1,,,
Whole Foods - Old Town,on/off,1700 Duke Street,NoVA,Alexandria,VA,22314,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/27/2020,12,12,1,,,
Whole Foods - Short Pump,on/off,11173 West Broad St.,Richmond,Richmond,VA,23060,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,12,12,1,,,
Whole Foods - Short Pump,on/off,11173 West Broad St.,Richmond,Richmond,VA,23060,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/8/2020,12,12,1,,,
Whole Foods - Short Pump,on/off,11173 West Broad St.,Richmond,Richmond,VA,23060,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/12/2020,12,12,1,,,
Whole Foods - Short Pump,on/off,11173 West Broad St.,Richmond,Richmond,VA,23060,Early Mountain Vineyards Virginia Rosé 2019,3/18/2020,12,12,1,,,
Whole Foods - Springfield,on/off,8402 Old Keene Mill Road,NoVA,Springfield,VA,22152,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/5/2020,12,12,1,,,
Whole Foods - Springfield,on/off,8402 Old Keene Mill Road,NoVA,Springfield,VA,22152,Early Mountain Vineyards Virginia Rosé 2019,3/5/2020,12,12,1,,,
Whole Foods - Tysons,on/off,7511 Leesburg Pike,NoVA,Falls Church,VA,22043,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/6/2020,12,12,1,,,
Whole Foods - Virginia Beach,on/off,1800 Laskin Road,Tidewater,Virginia Beach,VA,23454,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/5/2020,12,12,1,,,
Whole Foods - West Broad,on/off,2024 W Broad Street,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/22/2020,108,108,9,,,
Whole Foods - West Broad,on/off,2024 W Broad Street,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/5/2020,12,12,1,,,
Whole Foods - West Broad,on/off,2024 W Broad Street,Richmond,Richmond,VA,23220,Early Mountain Vineyards Virginia Rosé 2019,3/18/2020,12,12,1,,,
Williamsburg Inn,on,136 E Francis Street,Tidewater,Williamsburg,VA,23185-4271,Early Mountain Vineyards Virginia Chardonnay 2017,11/20/2019,24,24,2,,,
Williamsburg Inn,on,136 E Francis Street,Tidewater,Williamsburg,VA,23185-4271,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,24,24,2,,,
Wine & Country,Off,4282 Ivy Road,Charlottesville,Charlottesville,VA,22903-7123,Early Mountain Vineyards Virginia Chardonnay 2017,12/4/2019,3,3,0.25,,,
Wine & Country,Off,4282 Ivy Road,Charlottesville,Charlottesville,VA,22903-7123,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/4/2019,1,1,0.08,,,
Wine & Country,Off,4282 Ivy Road,Charlottesville,Charlottesville,VA,22903-7123,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,3,3,0.25,,,
Wine Cellar- Staunton,off,8 Byers St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,1/15/2020,3,3,0.25,,,
Wine Cellar- Staunton,off,8 Byers St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Virginia Chardonnay 2017,1/15/2020,8,8,0.67,,,
Wine Cellar- Staunton,off,8 Byers St.,valley/Western,Staunton,VA,24401,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",1/15/2020,6,6,0.5,,,
Wine Cellar- Staunton,off,8 Byers St.,valley/Western,Staunton,VA,24401,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/15/2020,6,6,0.5,,,
Wine Cellar- Staunton,off,8 Byers St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/26/2020,12,12,1,,,
Wine Gourmet,off,3524 Electric Road,Valley / Western VA,Roanoke,VA,24014-1109,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/18/2019,3,3,0.25,,,
Wine Gourmet,off,3524 Electric Road,Valley / Western VA,Roanoke,VA,24014-1109,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,6,6,0.5,,,
Wine Guild,off,"221 Carlton Rd, Suite 1",Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/16/2019,6,6,0.5,20,120,
Wine Guild,off,"221 Carlton Rd, Suite 1",Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/16/2019,6,6,0.5,23.33,140,
Wine Guild,off,"221 Carlton Rd, Suite 1",Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Rise"" 2015",11/13/2019,1,1,0.08,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,Early Mountain Vineyards Virginia Pétillant Naturel Red 2018,10/2/2019,6,6,0.5,16.67,100,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/2/2019,6,6,0.5,13.33,80,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,Early Mountain Vineyards Virginia Petit Manseng 2017,10/23/2019,1,1,0.08,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/23/2019,6,6,0.5,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",10/23/2019,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/6/2019,6,6,0.5,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,Early Mountain Vineyards Virginia Petit Manseng 2017,11/13/2019,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,6,6,0.5,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/30/2019,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,Early Mountain Vineyards Virginia Petit Manseng 2018,2/5/2020,3,3,0.25,,,
Wine Seller - Williamsburg,off,4680 Monticello Ave Suite 15,Tidewater,Williamsburg,VA,23188,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/18/2020,3,3,0.25,,,
